impactCategory.name,,,,Acidification,Eutrophication,Freshwater ecotoxicity,Global warming,Human health - cancer,Human health - non-cancer,Human health - particulate matter,Ozone depletion,Smog formation
impactCategory.refUnit,,,,kg SO2 eq,kg N eq,CTUeco,kg CO2 eq,CTUcancer,CTUnoncancer,PM 2.5 eq,kg CFC-11 eq,kg O3 eq
category,process,flow,unit,,,,,,,,,
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution","Electricity, biomass, at power plant - RNA","Electricity, biomass, at power plant",kWh,0.00082589,4.0561e-05,0.0016126,0.88889,1.449e-09,6.3424e-10,7.3052e-06,5.0809e-12,0.24325
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution","Electricity, bituminous coal, at power plant - RNA","Electricity, bituminous coal, at power plant",kWh,0.0090288,0.00013685,0.42802,1.0803,1.1743e-09,1.8695e-07,0.00043622,2.2004e-10,0.069727
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution","Electricity, diesel, at power plant - RNA","Electricity, diesel, at power plant",kWh,0.0012827,0.00054976,0.78915,1.2087,1.9959e-09,3.0863e-07,4.2716e-05,2.4338e-09,0.039122
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution","Electricity, lignite coal, at power plant - RNA","Electricity, lignite coal, at power plant",kWh,0.013026,0.00018214,1.0279,1.1871,2.6539e-09,4.3821e-07,0.00037398,4.8459e-10,0.089642
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution","Electricity, natural gas, at power plant - RNA","Electricity, natural gas, at power plant",kWh,0.00096954,5.9694e-05,0.19713,0.72775,3.9616e-10,7.2404e-08,1.7434e-05,7.6257e-11,0.030843
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution","Electricity, nuclear, at power plant - RNA","Electricity, nuclear, at power plant",kWh,0.00019697,4.6691e-06,0.31906,0.0076951,6.395e-10,1.178e-07,1.0439e-05,1.1327e-10,0.0013932
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution","Electricity, residual fuel oil, at power plant - RNA","Electricity, residual fuel oil, at power plant",kWh,0.0022642,0.00047905,0.67432,1.0025,1.6935e-09,2.6387e-07,2.9218e-05,2.0956e-09,0.036751
"22: Utilities/2213: Water, Sewage and Other Systems","Anthracite coal, combusted in industrial boiler - RNA","Anthracite coal, combusted in industrial boiler",kg,0.061892,0.00041953,0.72012,3.5479,7.8284e-09,9.7004e-07,0.0035397,3.7039e-10,0.21912
"22: Utilities/2213: Water, Sewage and Other Systems","Bituminous coal, combusted in industrial boiler - RNA","Bituminous coal, combusted in industrial boiler",kg,0.021151,0.0002932,0.97647,2.9249,7.0524e-09,9.4934e-07,0.0010632,4.7798e-08,0.14907
"22: Utilities/2213: Water, Sewage and Other Systems",Chemically enhanced clarifier; wastewater treatment unit; at plant - US,Chemically Enhanced Clarifier; wastewater treatment unit; at plant,m3,9.814e-07,8.4714e-08,0.024066,0.00047546,5.1799e-11,9.5218e-09,6.183e-08,8.9407e-12,2.2532e-05
"22: Utilities/2213: Water, Sewage and Other Systems",Chlorination; wastewater treatment unit; at plant - US,Chlorination; wastewater treatment unit; at plant,m3,2.7265e-05,2.7023e-06,0.31524,0.012572,6.793e-10,1.2443e-07,1.273e-06,3.1835e-10,0.00066637
"22: Utilities/2213: Water, Sewage and Other Systems",Clarifier; wastewater treatment unit; at plant - US,Clarifier; wastewater treatment unit; at plant,m3,9.814e-07,8.4714e-08,0.024066,0.00047546,5.1799e-11,9.5218e-09,6.183e-08,8.9407e-12,2.2532e-05
"22: Utilities/2213: Water, Sewage and Other Systems","Combustion, dry wood residue, AP-42 - RNA","Combustion, dry wood residue, AP-42",MJ,0.00016527,9.323e-06,0.0,0.0018898,0.0,0.0,3.0192e-05,0.0,0.0052598
"22: Utilities/2213: Water, Sewage and Other Systems","Combustion, wet wood residue, AP-42 - RNA","Combustion, wet wood residue, AP-42",MJ,6.303e-05,3.0443e-06,0.0,0.0018898,0.0,0.0,2.8921e-05,0.0,0.001735
"22: Utilities/2213: Water, Sewage and Other Systems",Dechlorination; wastewater treatment unit; at plant - US,Dechlorination; wastewater treatment unit; at plant,m3,9.1959e-06,7.9379e-07,0.2255,0.0044551,4.8536e-10,8.9221e-08,5.7936e-07,8.3776e-11,0.00021113
"22: Utilities/2213: Water, Sewage and Other Systems","Diesel, combusted in industrial boiler - RNA","Diesel, combusted in industrial boiler",l,0.0036494,0.0016428,2.3135,3.4172,5.6544e-09,9.5969e-07,9.7328e-05,7.3171e-09,0.11192
"22: Utilities/2213: Water, Sewage and Other Systems","Diesel, combusted in industrial equipment - RNA","Diesel, combusted in industrial equipment",l,0.038534,0.0038546,2.3084,3.4107,5.4807e-09,9.1102e-07,0.00046278,7.3171e-09,1.3565
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Adsorption infrastructure; at plant - US,Drinking water treatment; Adsorption infrastructure,m3,1.4114e-06,8.0852e-08,0.00070833,0.00049727,-9.3826e-11,1.7761e-10,7.2533e-08,7.6749e-13,2.4181e-05
"22: Utilities/2213: Water, Sewage and Other Systems","Drinking water treatment; Adsorption, with granular activated carbon; at plant - US","Drinking water treatment; Adsorption, with granular activated carbon",cu ft,1.7634e-06,1.0232e-05,0.00056437,0.0011652,-4.0764e-12,2.1726e-10,4.5209e-08,8.9371e-13,4.7289e-05
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Chemical Conditioning infrastructure; at plant - US,Drinking water treatment; Chemical Conditioning infrastructure,m3,4.1941e-07,2.4009e-08,0.00021169,0.00014764,-2.7797e-11,5.3345e-11,2.1551e-08,2.2831e-13,7.1794e-06
"22: Utilities/2213: Water, Sewage and Other Systems","Drinking water treatment; Chemical Conditioning, without Adsorption; at plant - US","Drinking water treatment; Chemical Conditioning, no Adsorption",cu ft,1.7855e-06,1.0294e-05,0.0073018,0.00076516,1.2424e-11,2.8698e-09,7.3276e-08,1.8904e-11,3.9145e-05
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Chemical Conditioning; at plant - US,Drinking water treatment; Chemical Conditioning,cu ft,3.1784e-06,1.0381e-05,0.0076627,0.0017997,1.0462e-11,3.002e-09,9.9875e-08,1.9065e-11,8.2843e-05
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Conventional UV Infrastructure; at plant - US,Drinking water treatment; Conventional UV Infrastructure,m3,2.4048e-07,6.6992e-09,1.4338e-05,3.4796e-05,1.1378e-13,2.8429e-12,2.8358e-08,2.2314e-15,2.0593e-06
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Conventional UV Lamp - US,Drinking water treatment; Conventional UV Lamp,Item(s),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"22: Utilities/2213: Water, Sewage and Other Systems","Drinking water treatment; Disposal, sedimentation waste to water; at plant - US",Drinking water treatment; Sedimentation Waste,gal (US liq),0.0,0.033244,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Distribution Pipe Network Infrastructure; at plant - US,Drinking water treatment; Distribution Pipe Network Infrastructure,m3,6.0611e-05,2.6245e-06,0.093413,0.014918,2.047e-10,3.7028e-08,2.9949e-06,4.4621e-11,0.00072033
"22: Utilities/2213: Water, Sewage and Other Systems","Drinking water treatment; Distribution, by pipeline - US",Drinking water treatment; Distribution,cu ft,1.1297e-05,8.8637e-07,0.23299,0.0050455,4.9451e-10,9.2176e-08,6.9406e-07,8.6858e-11,0.00023901
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Flocculation infrastructure; at plant - US,Drinking water treatment; Flocculation infrastructure,m3,1.0164e-06,5.3281e-08,0.00079044,0.00032886,-4.9138e-11,2.5836e-10,5.1735e-08,6.0385e-13,1.5915e-05
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Flocculation; at plant - US,Drinking water treatment; Flocculation,cu ft,3.6648e-08,4.1411e-09,2.5788e-05,1.4491e-05,-1.3835e-12,8.6592e-12,1.8314e-09,2.785e-14,7.2614e-07
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Fluoridation infrastructure; at plant - US,Drinking water treatment; Fluoridation infrastructure,m3,1.8067e-08,7.8442e-10,2.7294e-05,4.4388e-06,6.0212e-14,1.0831e-11,8.9174e-10,1.3581e-14,2.1837e-07
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Fluorination; at plant - US,Drinking water treatment; Fluorination,cu ft,1.3039e-08,2.8043e-09,3.9137e-06,4.2233e-06,8.8121e-15,1.5451e-12,5.0339e-10,1.0394e-14,4.6117e-07
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Granular activated carbon regeneration; at plant - US,Drinking water treatment; Granular activated carbon regeneration,kg,0.12309,0.0015373,0.57639,2.1278,1.1583e-09,2.117e-07,0.0054046,2.2297e-10,0.86969
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Lime Addition; at plant - US,Drinking water treatment; Lime Addition,cu ft,3.5538e-07,1.0144e-05,0.00019559,0.00012535,-1.1319e-12,8.3043e-11,1.7833e-08,7.2386e-13,3.3339e-06
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Lime addition infrastructure; at plant - US,Drinking water treatment; Lime addition infrastructure,m3,1.9002e-07,9.166e-09,0.00019658,5.6385e-05,-5.9271e-12,7.1073e-11,9.5834e-09,1.221e-13,2.7198e-06
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Motors for distribution system; at plant - US,Drinking water treatment; Motors for distribution system,m3,4.4748e-07,-1.3635e-07,0.0013613,0.00015183,5.8994e-12,4.3429e-10,2.3982e-08,6.4717e-13,6.0427e-06
"22: Utilities/2213: Water, Sewage and Other Systems","Drinking water treatment; Pre-Disinfection Processes, no Adsorption; at plant - US","Drinking water treatment; Pre-Disinfection Processes, no Adsorption",cu ft,1.7855e-06,1.0294e-05,0.0073018,0.00076516,1.2424e-11,2.8698e-09,7.3276e-08,1.8904e-11,3.9145e-05
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Pre-Disinfection Processes; at plant - US,Drinking water treatment; Pre-Disinfection Processes,cu ft,3.1784e-06,1.0381e-05,0.0076627,0.0017997,1.0462e-11,3.002e-09,9.9875e-08,1.9065e-11,8.2843e-05
"22: Utilities/2213: Water, Sewage and Other Systems","Drinking water treatment; Primary Disinfection, Conventional UV; at plant - US","Drinking water treatment; Primary Disinfection, Conventional UV",m3,4.1876e-05,3.6195e-06,1.0019,0.020172,2.1566e-09,3.964e-07,2.6275e-06,3.8309e-10,0.00096016
"22: Utilities/2213: Water, Sewage and Other Systems","Drinking water treatment; Primary Disinfection, Gaseous Chlorine; at plant - US","Drinking water treatment; Primary Disinfection, Gaseous Chlorine",cu ft,1.1325e-07,1.2149e-08,0.00056207,5.0759e-05,1.1634e-12,2.2052e-10,4.3738e-09,1.4393e-12,2.8635e-06
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Primary chlorine disinfection infrastructure; at plant - US,Drinking water treatment; Primary chlorine disinfection infrastructure,m3,2.6611e-08,1.5265e-09,1.3199e-05,9.3919e-06,-1.7798e-12,3.2754e-12,1.3678e-09,1.4438e-14,4.5669e-07
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Pumping energy for acquisition and treatment; at plant - US,Drinking water treatment; Pumping energy for acquisition and treatment,cu ft,7.3112e-06,6.311e-07,0.17929,0.0035421,3.8589e-10,7.0936e-08,4.6062e-07,6.6607e-11,0.00016786
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Pumps for distribution system; at plant - US,Drinking water treatment; Pumps for distribution system,m3,5.8153e-07,-2.1834e-07,0.0020834,0.00013969,3.843e-11,6.9484e-10,4.0303e-08,9.8815e-13,6.4869e-06
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Sand Filtration; at plant - US,Drinking water treatment; Sand Filtration,cu ft,3.705e-07,1.0144e-05,0.00020351,0.00013065,-2.1149e-12,8.51e-11,1.8609e-08,7.3215e-13,3.5914e-06
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Sand filtration infrastructure; at plant - US,Drinking water treatment; Sand filtration infrastructure,m3,5.3421e-07,3.0443e-08,0.00027964,0.00018699,-3.4713e-11,7.2643e-11,2.743e-08,2.9286e-13,9.0946e-06
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Sedimentation infrastructure; at plant - US,Drinking water treatment; Sedimentation infrastructure,m3,2.6188e-07,1.0276e-08,0.00040809,6.34e-05,8.9635e-13,1.6183e-10,1.2963e-08,1.9365e-13,3.0207e-06
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Sedimentation; at plant - US,Drinking water treatment; Sedimentation,cu ft,4.7146e-08,1.0138e-05,3.8677e-05,1.8315e-05,-1.355e-12,1.3768e-11,2.3419e-09,3.7545e-14,9.1958e-07
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Source water acquisition infrastructure; at plant - US,Drinking water treatment; Source water acquisition infrastructure,m3,7.3185e-07,4.3304e-08,0.0010612,0.00022438,-2.0291e-11,3.9974e-10,3.5571e-08,7.5697e-13,1.2558e-05
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Source water acquisition; at plant - US,Drinking water treatment; Source water acquisition,cu ft,2.0724e-08,1.2262e-09,3.005e-05,6.3536e-06,-5.7458e-13,1.1319e-11,1.0073e-09,2.1435e-14,3.5559e-07
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; U.S. Average Treatment; at consumer - US,Drinking water treatment; U.S. Average Treatment,l,9.1894e-07,4.9936e-07,0.01763,0.00043785,3.7371e-11,6.9735e-09,5.2819e-08,7.294e-12,2.0665e-05
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Valves for distribution system; at plant - US,Drinking water treatment; Valves for distribution system,m3,5.0941e-06,3.0088e-07,0.00010565,0.0021153,-2.7811e-10,-1.1954e-10,5.2707e-07,1.6039e-17,7.6014e-05
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water treatment; Water storage infrastructure; at plant - US,Drinking water treatment; Water storage infrastructure,m3,1.5701e-07,9.2736e-09,3.2563e-06,6.5196e-05,-8.572e-12,-3.6844e-12,1.6245e-08,4.9435e-19,2.3429e-06
"22: Utilities/2213: Water, Sewage and Other Systems","Drinking water; with UV disinfection, no adsorption; at consumer - US","Drinking water; with UV disinfection, no adsorption; at consumer",cu ft,9.8374e-05,0.00043345,0.82924,0.042957,1.6378e-09,3.2728e-07,4.5321e-06,9.8756e-10,0.0021567
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water; with UV disinfection; at consumer - US,Drinking water; with UV disinfection; at consumer,cu ft,2.7295e-05,1.4248e-05,0.53223,0.013016,1.1294e-09,2.1053e-07,1.5788e-06,2.1771e-10,0.00061403
"22: Utilities/2213: Water, Sewage and Other Systems","Drinking water; with chlorine disinfection, no adsorption; at consumer - US","Drinking water; with chlorine disinfection, no adsorption; at consumer",cu ft,2.4368e-05,1.4037e-05,0.49879,0.01117,1.0606e-09,1.9731e-07,1.4641e-06,2.0635e-10,0.00053328
"22: Utilities/2213: Water, Sewage and Other Systems",Drinking water; with chlorine disinfection; at consumer - US,Drinking water; with chlorine disinfection; at consumer,cu ft,2.6021e-05,1.414e-05,0.49922,0.012399,1.0582e-09,1.9747e-07,1.4957e-06,2.0654e-10,0.00058515
"22: Utilities/2213: Water, Sewage and Other Systems","Effluent release; from 4-stage bardenpho membrane bioreactor, Level 4-2 wastewater treatment plant - US",Effluent release; from wastewater treatment plant; at surface water,m3,0.0,0.0031047,2.8463,0.0070096,5.5227e-10,6.7573e-08,0.0,0.0,0.0
"22: Utilities/2213: Water, Sewage and Other Systems","Effluent release; from 5-stage bardenpho membrane bioreactor with sidestream reverse osmosis, Level 5-2 wastewater treatment plant - US",Effluent release; from wastewater treatment plant; at surface water,m3,0.0,0.00087816,0.33053,0.0038533,8.7344e-11,6.8171e-09,0.0,0.0,0.0
"22: Utilities/2213: Water, Sewage and Other Systems","Effluent release; from 5-stage bardenpho system with denitrification filter, Level 4-1 wastewater treatment plant - US",Effluent release; from wastewater treatment plant; at surface water,m3,0.0,0.0025797,5.2177,0.0068342,1.0354e-09,1.5269e-07,0.0,0.0,0.0
"22: Utilities/2213: Water, Sewage and Other Systems","Effluent release; from 5-stage bardenpho with sidestream reverse osmosis, Level 5-1 wastewater treatment plant - US",Effluent release; from wastewater treatment plant; at surface water,m3,0.0,0.00065299,0.77941,0.0014814,1.6121e-10,2.1741e-08,0.0,0.0,0.0
"22: Utilities/2213: Water, Sewage and Other Systems","Effluent release; from 5-stage bardenpho, Level 3-1 wastewater treatment plant - US",Effluent release; from wastewater treatment plant; at surface water,m3,0.0,0.003448,5.1763,0.014012,8.1153e-10,1.5262e-07,0.0,0.0,0.0
"22: Utilities/2213: Water, Sewage and Other Systems","Effluent release; from Modified University of Cape Town, Level 3-2 wastewater treatment plant - US",Effluent release; from wastewater treatment plant; at surface water,m3,0.0,0.0034503,2.8589,0.014012,6.081e-10,7.5677e-08,0.0,0.0,0.0
"22: Utilities/2213: Water, Sewage and Other Systems","Effluent release; from activated sludge, 3-sludge system, Level 2-2 wastewater treatment plant - US",Effluent release; from wastewater treatment plant; at surface water,m3,0.0,0.011268,9.9825,0.018172,1.0256e-09,2.8745e-07,0.0,0.0,0.0
"22: Utilities/2213: Water, Sewage and Other Systems","Effluent release; from anaerobic/anoxic/oxic, Level 2-1 wastewater treatment plant - US",Effluent release; from wastewater treatment plant; at surface water,m3,0.0,0.0067207,10.071,0.018681,1.5063e-09,2.876e-07,0.0,0.0,0.0
"22: Utilities/2213: Water, Sewage and Other Systems",Effluent release; from cement/concrete industry wastewater treatment plant - US,Effluent release; from wastewater treatment plant; at surface water,m3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"22: Utilities/2213: Water, Sewage and Other Systems","Effluent release; from conventional plug flow activated sludge, Level 1 wastewater treatment plant - US",Effluent release; from wastewater treatment plant; at surface water,m3,0.0,0.064585,10.364,0.070844,1.5806e-09,2.8767e-07,0.0,0.0,0.0
"22: Utilities/2213: Water, Sewage and Other Systems",Effluent release; from flat glass industry wastewater treatment plant - US,Effluent release; from wastewater treatment plant; at surface water,m3,0.0,0.006561,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"22: Utilities/2213: Water, Sewage and Other Systems","Filter press; wastewater treatment unit, flat glass industry; at plant - US",Filter press; wastewater treatment unit; at plant,m3,5.6752e-06,3.9947e-07,0.10051,0.002213,2.1681e-10,3.9753e-08,4.3845e-07,3.7349e-11,0.00012534
"22: Utilities/2213: Water, Sewage and Other Systems","Filtration, multi-media filter; wastewater treatment unit; at plant - US","Filtration, multi-media filter; wastewater treatment unit; at plant",m3,6.3656e-06,3.7908e-07,0.10281,0.0021682,2.2151e-10,4.0703e-08,3.8802e-07,3.821e-11,0.0001042
"22: Utilities/2213: Water, Sewage and Other Systems","Gasoline, combusted in equipment - RNA","Gasoline, combusted in equipment",l,0.024755,0.0027743,1.9698,2.7112,4.6894e-09,7.7744e-07,0.00035499,6.2377e-09,0.88301
"22: Utilities/2213: Water, Sewage and Other Systems","Heat, onsite boiler, hardwood mill average, NE-NC - US",Heat; onsite boiler; hardwood mill; average,MJ,0.00010377,4.4263e-05,0.065401,0.086867,1.8796e-08,2.8315e-08,4.506e-05,1.2658e-08,0.0030788
"22: Utilities/2213: Water, Sewage and Other Systems","Heat, onsite boiler, hardwood mill, average, SE - US",Heat; onsite boiler; hardwood mill; average,MJ,0.00012107,5.5355e-05,0.12394,0.10321,2.4288e-08,5.2205e-08,5.7742e-05,1.6279e-08,0.0035292
"22: Utilities/2213: Water, Sewage and Other Systems","Lignite coal, combusted in industrial boiler - RNA","Lignite coal, combusted in industrial boiler",kg,0.017885,0.00030113,1.3338,2.4172,9.5981e-09,1.7175e-06,0.00092007,4.792e-08,0.15291
"22: Utilities/2213: Water, Sewage and Other Systems","Liquefied petroleum gas, combusted in industrial boiler - RNA","Liquefied petroleum gas, combusted in industrial boiler",l,0.0024282,0.0010629,1.4339,2.1946,3.2393e-09,5.6535e-07,6.6768e-05,4.5713e-09,0.090167
"22: Utilities/2213: Water, Sewage and Other Systems","Natural gas, combusted in industrial boiler - RNA","Natural gas, combusted in industrial boiler",m3,0.0032504,0.00020012,0.66088,2.4397,1.3281e-09,2.4273e-07,5.8448e-05,2.5565e-10,0.1034
"22: Utilities/2213: Water, Sewage and Other Systems","Natural gas, combusted in industrial boiler, at hydrocracker, for butadiene - RNA","Natural gas, combusted in industrial boiler, at hydrocracker, for butadiene",m3,0.0095362,0.00043954,0.66088,13.661,1.3281e-09,2.4273e-07,9.7401e-05,2.5565e-10,0.23742
"22: Utilities/2213: Water, Sewage and Other Systems","Natural gas, combusted in industrial boiler, at hydrocracker, for ethylene - RNA","Natural gas, combusted in industrial boiler, at hydrocracker, for ethylene",m3,0.0025985,0.00015578,0.66088,5.0482,1.3281e-09,2.4273e-07,5.0878e-05,2.5565e-10,0.078526
